Date,Market,Buy Token Symbol,Buy Token Address,Sell Token Symbol,Sell Token Address,Limit Price,Fill Price,Price Unit,Inverse Limit Price,Inverse Fill Price,Inverse Price Unit,Sold,Sold Unit,Bought,Bought Unit,Type,Fill %,Total Order Amount,Total Order Amount Unit,Transaction Hash,Event Log Index,Order Id,Batch Id
2020-09-13T02:22:31.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.42857143,1.41000000,XSTAR,0.70000000,0.70921986,USDC,1112.481699339456093334,XSTAR,788.994113,USDC,partial,0.01779970718943129749,62500,XSTAR,0xa7740e8660be51b69d485d24c8713a0d69fbdfbf56772e36d292d2f16f94b953,176,46,5333212
2020-09-11T01:45:39.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.42857143,1.42857138,XSTAR,0.70000000,0.70000002,USDC,3706.860719481548928157,XSTAR,2594.80259,USDC,partial,0.05930977151170478285,62500,XSTAR,0xc6f6111b325825034e5603106569fe6dbb8ba0c6f9e67d921e1365f815a02cca,35,46,5332629
2020-09-10T23:25:43.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.42857143,1.42857142,XSTAR,0.70000000,0.70000001,USDC,16444.277388511342156059,XSTAR,11510.994259,USDC,partial,0.2631084382161814745,62500,XSTAR,0x2813681e375762558e771caff7a3c9db6c8ee43936877100ec8989eaa63212bf,69,46,5332601
2020-09-10T22:45:33.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.42857143,1.42857142,XSTAR,0.70000000,0.70000000,USDC,8554.294225017981209282,XSTAR,5988.00599,USDC,partial,0.13686870760028769935,62500,XSTAR,0x90604a93f34fc990aeb8dead758816116cfb1ae37e880523ed6b3f96d5e5917e,95,46,5332593
2020-09-10T16:50:28.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.42857143,1.42857142,XSTAR,0.70000000,0.70000000,USDC,11106.325363546092487499,XSTAR,7774.427785,USDC,partial,0.1777012058167374798,62500,XSTAR,0x97fd853a4f66205903c7da40affc1d4d127fb33d9cef68d355805e95a0d18920,116,46,5332522
2020-09-10T14:01:13.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.42857143,1.42857142,XSTAR,0.70000000,0.70000000,USDC,4677.830256482882829034,XSTAR,3274.481191,USDC,partial,0.07484528410372612526,62500,XSTAR,0x2993f9d1c6ae6f543b71f07fb3ea9b26674272d45af1dcb9821b8eb9d992dae0,21,46,5332488
2020-09-10T13:01:21.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.42857143,1.42857142,XSTAR,0.70000000,0.70000000,USDC,3564.289259809564667896,XSTAR,2495.00249,USDC,partial,0.05702862815695303469,62500,XSTAR,0xaf9862fe634575fb5555ba2c7e7a3b86a719be03be3ddd0ac381bbd270f71ff3,115,46,5332476
2020-09-10T12:41:10.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.42857143,1.42857142,XSTAR,0.70000000,0.70000000,USDC,6571.665465497033427934,XSTAR,4600.165839,USDC,partial,0.10514664744795253485,62500,XSTAR,0xe76468a5c868ad889a71c6b781e1eaa1f440c84993faeaeda4480ef891a96e6c,116,46,5332472
2020-09-10T12:05:29.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.42857143,1.42857142,XSTAR,0.70000000,0.70000000,USDC,4787.846965760076277706,XSTAR,3351.492885,USDC,partial,0.07660555145216122044,62500,XSTAR,0x37976b4642accd4cf22f037c39d5592eda082406a730102eeaeee170a41c4b9c,37,46,5332465
2020-09-10T09:48:01.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.53846154,1.42857143,XSTAR,0.65000000,0.70000000,USDC,233.267619999999999926,XSTAR,163.287334,USDC,partial,0.00373228192,62500,XSTAR,0xe6621823d5226a228ebeab1ff1ca8f06c088155a99911f53b786b1382796a719,103,45,5332437
2020-09-10T09:48:01.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.42857143,1.42857143,XSTAR,0.70000000,0.70000000,USDC,1974.128514285714285093,XSTAR,1381.88996,USDC,partial,0.03158605622857142856,62500,XSTAR,0xe6621823d5226a228ebeab1ff1ca8f06c088155a99911f53b786b1382796a719,102,46,5332437
2020-09-10T07:42:59.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.53846154,1.51000000,XSTAR,0.65000000,0.66225166,USDC,4499.746361842096497308,XSTAR,2979.964478,USDC,partial,0.07199594178947354396,62500,XSTAR,0x780129067cf17ec1d143e919239e993f0d840b45f332c18b5d2c46c27428646b,23,45,5332412
2020-09-10T07:35:31.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.53846154,1.53846152,XSTAR,0.65000000,0.65000001,USDC,7967.118628740603783404,XSTAR,5178.627179,USDC,partial,0.12747389805984966053,62500,XSTAR,0x94f03b1baab99f195c7516185634a1d0c51db67ebc484ecb6e580393f015545c,52,45,5332411
2020-09-10T07:28:22.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.66666667,1.42857143,XSTAR,0.60000000,0.70000000,USDC,54245.729478571428527904,XSTAR,37972.010635,USDC,partial,0.86793167165714285645,62500,XSTAR,0xdc5dd2ccf29b7734882610b5b20408569a3d95651e94ae77680b629c62f0dd14,88,44,5332409
2020-09-10T07:28:22.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.53846154,1.42857143,XSTAR,0.65000000,0.70000000,USDC,49799.867245714285674329,XSTAR,34859.907072,USDC,partial,0.79679787593142857079,62500,XSTAR,0xdc5dd2ccf29b7734882610b5b20408569a3d95651e94ae77680b629c62f0dd14,89,45,5332409
2020-09-10T06:58:26.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.66666667,1.66666667,XSTAR,0.60000000,0.60000000,USDC,8254.27037833333333259,XSTAR,4952.562227,USDC,partial,0.13206832605333333332,62500,XSTAR,0xa366bd0530b50e9d71bc877d48a2343fa919a8c4e5a6c85c4481642edf3dedf6,13,44,5332403
2020-09-10T00:35:49.000Z,USDC/XSTAR,USDC,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,XSTAR,0xC0E47007e084EEF3EE58eb33D777b3B4Ca98622f,1.72413793,1.70119357,XSTAR,0.58000000,0.58782259,USDC,2681.025499710284584799,XSTAR,1575.96734,USDC,partial,0.0536205099942056917,50000,XSTAR,0x78833bb8d2f2c8397bac26384970c6de015b9e8e878d929fe3e1177053bff6e0,63,43,5332327
